token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,repeat_cluster_match_fraction
挥,10,58,0.36674075998529393,270,-0.033585819823894913,-0.05303644653193692,7-9,huī,to wave; to brandish; to command; to conduct; to scatter; to disperse,Translation,0.5
大模大样,10,58,0.36601019633789833,398,-0.0006525741718215183,-0.0010293133549657552,7-9,dàmú-dàyàng,boldly; ostentatiously; poised; self-assured; Taiwan pr. [dà mó dà yàng],Translation,0.5
为主,11,2,0.415019752174855,578,0.06827289024019312,0.10451215043893824,5,wéizhǔ,to rely mainly on; to attach most importance to,Translation,1.0
一体,11,2,0.4150196355024528,1359,0.04422268683111186,0.07028364967037087,7-9,yītǐ,an integral whole; all concerned; everybody,Translation,0.75
共计,12,15,0.5957789677284816,1331,0.17031538068281205,0.2964396630790228,5,gòngjì,to sum up to; to total,Translation,1.0
总共,12,15,0.5894601304116024,252,0.20234846659324301,0.33015551879139265,4,zǒnggòng,altogether; in sum; in all; in total,Translation,1.0
总计,12,15,0.5560691828610462,1331,0.14118166517038766,0.24128978519338223,7-9,zǒngjì,(grand) total,Translation,1.0
一共,12,15,0.5371105629005993,714,0.15616848645597348,0.252267971240989,2,yīgòng,altogether,Translation,1.0
共,12,15,0.5287491600759591,318,0.201516083980378,0.2995332808736711,4,gòng,"common; general; to share; together; total; altogether; abbr. for 共产党, Communist party",Translation,1.0
合计,12,15,0.5161971238756003,638,0.12153978024957801,0.20077848301258874,7-9,héjì,to add up the total; to figure what sth amounts to; to consider,Translation,1.0
约,12,15,0.49986304565109185,1319,0.11072828097976617,0.18126466293369786,3,yuē,to weigh in a balance or on a scale; to make an appointment; to invite; approximately; pact; treaty; to economize; to restrict; to reduce (a fraction); concise,Translation,1.0
大约,12,15,0.4731140139832143,252,0.06029093296667376,0.10267933056880277,3,dàyuē,approximately; probably,Translation,1.0
累计,12,15,0.4610812087116464,638,0.09122622204401332,0.14477020386400563,7-9,lěijì,to calculate the running total; cumulative; total; in total,Translation,1.0
共有,12,15,0.45482067752986804,714,0.059887662421759524,0.09897691316352307,3,gòngyǒu,to have altogether; in all,Translation,1.0
仅,12,15,0.4190428511450433,714,0.08328949969507687,0.12538941653207775,3,jǐn,barely; only; merely,Translation,1.0
折合,12,15,0.41175033998584326,1331,-0.025054312228207032,-0.04259129062242726,7-9,zhéhé,to convert into; to amount to; to be equivalent to,Translation,1.0
平均,12,15,0.4085617364643205,376,-0.15847507107275838,-0.2679486276815739,4,píngjūn,average; on average; evenly; in equal proportions,Translation,1.0
至少,12,15,0.3896123132067526,156,0.01099434107120878,0.017693368295497284,3,zhìshǎo,at least; (to say the) least,Translation,0.25
分别,12,15,0.36545570039879555,711,0.012245936633460464,0.01893339748718378,3,fēnbié,to part; to leave each other; to distinguish; to tell apart; difference; distinction; in different ways; differently; separately; individually,Translation,1.0
屡次,13,15,0.5696873970075571,686,0.20420658660373325,0.32182885868856925,7-9,lǚcì,repeatedly; time and again,Translation,1.0
多次,13,15,0.5253724498099125,686,0.14181742494762306,0.23005690802482703,4,duō cì,many times; repeatedly,Translation,1.0
频频,13,15,0.5144197775198729,318,0.07757310403125595,0.13774775070903883,7-9,pínpín,repeatedly; again and again; continuously; constantly,Translation,1.0
一再,13,15,0.5139520508144937,19,0.17884618462072233,0.26898445260286175,4,yīzài,repeatedly,Translation,1.0
接连,13,15,0.48027308510253486,56,-0.03618912173798028,-0.06963103256855552,5,jiēlián,on end; in a row; in succession,Translation,1.0
再次,13,15,0.4703450160586809,686,0.0564217823111986,0.09627029351798018,5,zàicì,one more time; again; one more; once again,Translation,1.0
再度,13,15,0.469502036293444,5,0.1015625044903129,0.16068479140935463,7-9,zàidù,once more; once again; one more time,Translation,1.0
屡,13,15,0.445660581799661,647,0.10840823313823827,0.16357392277329388,7-9,lǚ,time and again; repeatedly; frequently,Translation,1.0
三番五次,13,15,0.43377421436240776,47,0.05461351213386162,0.08796722812151324,7-9,sānfān-wǔcì,over and over again (idiom),Translation,1.0
频繁,13,15,0.42253879155955953,1015,0.04630053486667318,0.07422791693057837,5,pínfán,frequently; often,Translation,1.0
接二连三,13,15,0.41694676881456594,56,0.014886558109762471,0.024896416623000708,7-9,jiē'èr-liánsān,one after another (idiom); in quick succession,Translation,1.0
反复,13,15,0.387792497429155,47,0.03579571798732151,0.055240030993192246,3,fǎnfù,variant of 反复; repeatedly; over and over; to upend; unstable; to come and go; (of an illness) to return,Translation,0.5
曾,13,15,0.38048408487795243,318,0.04527727821825395,0.06810731317923856,4,céng,"once; already; ever (in the past); former; previously; (past tense marker used before verb or clause); great- (grandfather, grandchild etc); surname Zeng",Translation,1.0
一度,13,15,0.36056539448449204,5,-0.0296884473924916,-0.04642921596111775,7-9,yīdù,for a time; at one time; one time; once,Translation,1.0
不停,13,15,0.34085435104623185,156,-0.08387261199698104,-0.1272444294066239,5,bù tíng,incessant,Translation,0.25
这时,14,19,0.5181773368648127,53,0.16290957372699533,0.2526778783698677,2,zhè shíhou|zhè shí,At this moment,Translation,1.0
这时候,14,19,0.5172235300913443,805,0.14205598143488063,0.22735051793393082,2,zhè shíhou|zhè shí,At this moment,Translation,1.0
此时,14,19,0.511657979402187,454,0.1327985786529805,0.2137979369134127,5,cǐshí,now; this moment,Translation,1.0
那时,14,19,0.4827643039624048,132,0.10365447429817443,0.16694494332567608,2,nà shíhou|nà shí,at that time,Translation,1.0
此刻,14,19,0.47441566323197715,1088,0.04845398997224204,0.08440898057694676,5,cǐkè,this moment; now; at present,Translation,1.0
一瞬间,14,19,0.4675061949916949,1088,0.08393543450318475,0.13616394084372477,7-9,yīshùnjiān,split second,Translation,0.5
一刹那,14,19,0.4650125821853245,39,0.10527587139850503,0.1644259059860804,7-9,yīchànà,a moment; an instant; in a flash,Translation,0.5
时候,14,19,0.45727274824146236,1187,0.11226938177112544,0.17140451725091355,1,shíhou,time; length of time; moment; period,Translation,1.0
当时,14,19,0.4125624895494719,984,0.055792778770281826,0.08673841966905445,2,dāngshí,then; at that time; while; at once; right away,Translation,1.0
时,14,19,0.3857735117924619,614,0.025380822087566868,0.03968188242854283,3,shí,old variant of 时; surname Shi; o'clock; time; when; hour; season; period,Translation,1.0
时刻,14,19,0.3857733543476885,1187,-0.007251477662580663,-0.01180586630995081,3,shíkè,time; juncture; moment; period of time; constantly; always,Translation,0.5
那会儿,14,19,0.3822698130790765,132,0.02529837037964411,0.03934253011382046,2,nàhuìr,at that time (in the past or the future); also pr. [nèi huì r],Translation,1.0
瞬间,14,19,0.37171055509454065,39,0.001385049361050661,0.0021996275435359116,7-9,shùnjiān,in an instant; in a flash,Translation,0.5
关头,14,19,0.3612919781733876,1138,0.014523211531770774,0.022232879859562592,7-9,guāntóu,juncture; moment,Translation,0.5
千钧一发,14,19,0.3607939973597066,443,-0.0029744014020426923,-0.004653275140966661,7-9,qiānjūn-yīfà,a thousand pounds hangs by a thread (idiom); imminent peril; a matter of life or death,Translation,0.5
一时,14,19,0.36008745101040185,248,-0.00884384247714698,-0.013820392319405407,6,yīshí,a period of time; a while; for a short while; temporary; momentary; at the same time,Translation,0.75
不一会儿,14,19,0.3573575565295371,3,-0.015788440994724373,-0.024568002246260125,2,bù yīhuìr,Take a short while,Translation,0.25
从此,14,19,0.31533928566996755,396,-0.16142840331967173,-0.23577868561895776,4,cóngcǐ,from now on; since then; henceforth,Translation,0.75
届时,14,19,0.31322021091995667,1147,-0.024557403673549194,-0.03575731852337177,7-9,jièshí,when the time comes; at the scheduled time,Translation,0.0
一半,15,4,0.477590563832456,52,0.13582721644514217,0.2063501263656681,1,yībàn,half,Translation,1.0
半,15,4,0.42933432031356894,678,0.07098589111053549,0.11062996545362938,1,bàn,half; semi-; incomplete; (after a number) and a half,Translation,1.0
过半,15,4,0.41589101189932803,998,0.09317048425040225,0.1375657879117092,7-9,guòbàn,over fifty percent; more than half,Translation,1.0
半边天,15,4,0.3586214384281312,1161,0.02532811967965709,0.037989899294411975,7-9,bànbiāntiān,half the sky; women of the new society; womenfolk,Translation,0.5
存折,16,30,0.4981176895197321,473,0.10371351662239325,0.17125863815572767,7-9,cúnzhé,passbook; bankbook,Translation,1.0
银行卡,16,30,0.4959299319059301,1349,0.10615537097758537,0.17396090720026522,2,yínhángkǎ,bank card; ATM card,Translation,1.0
支票,16,30,0.4888556209346245,1349,0.1013612952968071,0.16548629594714706,7-9,zhīpiào,check (bank); cheque,Translation,0.5
挂失,16,30,0.44456976025443806,637,0.07254871099334492,0.11552729738469898,7-9,guàshī,to report the loss of something,Translation,1.0
汇款,16,30,0.4445305754478445,349,0.08301246064262296,0.13001537329018947,5,huìkuǎn,to remit money; remittance,Translation,1.0
信用卡,16,30,0.4411154756960223,1349,-0.03528132339150214,-0.06312810939870041,2,xìnyòngkǎ,credit card,Translation,1.0
身份证,16,30,0.4332696139662891,988,0.010380619749370157,0.017987215016432852,3,shēnfènzhèng,identity card; ID,Translation,0.25
取款,16,30,0.43280022746981095,331,0.060433083838829504,0.09628731706056143,6,qǔkuǎn,to withdraw money from a bank,Translation,1.0
收据,16,30,0.42742776221295603,309,0.010278099241459449,0.017634199705295648,7-9,shōujù,receipt,Translation,0.25
发票,16,30,0.4237868641798926,958,0.019987956184668587,0.033525527632727675,4,fāpiào,invoice; receipt or bill for purchase,Translation,0.25
账单,16,30,0.41103373077545574,349,0.012558828860859184,0.020878312311211407,7-9,zhàngdān,bill,Translation,0.25
证件,16,30,0.4066522349137476,1109,-0.0835972200613806,-0.14089076420339836,3,zhèngjiàn,certificate; papers; credentials; document; ID,Translation,0.25
凭证,16,30,0.4064206090457195,958,0.016625693131184005,0.027246074417917227,7-9,píngzhèng,proof; certificate; receipt; voucher,Translation,0.25
护照,16,30,0.4048562956089579,577,-0.043222932792226165,-0.07262604388372455,2,hùzhào,passport,Translation,0.25
取款机,16,30,0.4014049397632434,473,0.06914796697347897,0.10355475707829147,6,qǔkuǎnjī,ATM,Translation,1.0
借条,16,30,0.3993542215318421,509,0.03567066998193058,0.05605806681379308,7-9,jiètiáo,receipt for a loan; IOU,Translation,0.25
钞票,16,30,0.3982482265502577,1083,-0.02876534948047349,-0.04780268334826261,7-9,chāopiào,paper money; a bill (e.g. 100 yuan),Translation,0.25
卡片,16,30,0.3970499264298764,1198,-0.005324132531991876,-0.008830138290666832,7-9,kǎpiàn,card,Translation,0.25
一卡通,16,30,0.3923637369680984,352,-0.010292877812327628,-0.016939209258133584,7-9,yīkǎtōng,"the name of various contactless smart cards, notably Yikatong (mainly for public transport in Beijing) and iPASS (mainly for public transport in Taiwan)",Translation,1.0
磁卡,16,30,0.39213824654414997,1198,-0.01185732697651043,-0.01950661792603085,7-9,cíkǎ,magnetic card; IC Card (telephone),Translation,0.25
账户,16,30,0.390647431629932,419,-0.030155847054684104,-0.04948833995292205,6,zhànghù,bank account; online account,Translation,0.75
欠条,16,30,0.3898187833993407,1220,-0.044842187765362695,-0.0734899510922018,7-9,qiàntiáo,IOU; certificate of indebtedness,Translation,0.25
外币,16,30,0.3865475982612518,383,-0.12136318979798283,-0.19783635935566504,6,wàibì,foreign currency,Translation,0.75
钱包,16,30,0.38353017509838716,473,-0.03667911349871977,-0.059498635646235684,1,qiánbāo,purse; wallet,Translation,1.0
存款,16,30,0.37660760915113917,692,-0.13149456942246923,-0.21093386982702128,5,cúnkuǎn,to deposit money (in a bank etc); bank savings; bank deposit,Translation,0.75
储蓄,16,30,0.3539759620940928,601,-0.06634830386278584,-0.10270253112849256,7-9,chǔxù,to deposit money; to save; savings,Translation,0.75
银行,16,30,0.3534445147813623,1325,-0.06917384454595399,-0.10698825719893525,2,yínháng,bank,Translation,0.75
印章,16,30,0.35290619232279136,958,-0.05324841044324563,-0.08228854891130037,7-9,yìnzhāng,seal; signet; chop; stamp,Translation,0.25
卡,16,30,0.3520122148947392,1349,-0.034741821054967814,-0.05361493203043058,2; 7-9,kǎ; qiǎ,"to stop; to block; (computing) (coll.) slow; (loanword) card; truck (from ""car""); calorie (abbr. for 里); cassette; to block; to be stuck; to be wedged; customs station; a clip; a fastener; a checkpost; Taiwan pr. [kǎ]",Translation,0.75
活期,16,30,0.3467128170345075,473,-0.14477641455194878,-0.22161220719922814,7-9,huóqī,(banking) current (account); checking (account); demand (deposit etc),Translation,0.75
一句话,17,11,0.5241883632551378,6,0.19229944914686148,0.28782556255626357,5,yī jù huà,in a word; in short,Translation,1.0
俗话,17,11,0.49701477296483115,840,0.15868840820920066,0.2398288215769603,7-9,súhuà,common saying; proverb,Translation,1.0
句,17,11,0.4863852263807583,1367,0.11144500983946803,0.17829496120002716,2,jù,variant of 勾; sentence; clause; phrase; classifier for phrases or lines of verse,Translation,1.0
俗语,17,11,0.48635696700956893,304,0.09629362157728744,0.15787479053137696,7-9,súyǔ,common saying; proverb; colloquial speech,Translation,1.0
名言,17,11,0.46675293384911176,1127,0.12281777202011701,0.18720371047854298,7-9,míngyán,saying; famous remark,Translation,1.0
话,17,11,0.44522495889244135,277,0.0770702245193487,0.12197642162101306,1,huà,dialect; language; spoken words; speech; talk; words; conversation; what sb said; old variant of 话,Translation,0.75
话语,17,11,0.4332278544960845,277,0.024541723257147097,0.04150371664471121,7-9,huàyǔ,words; speech; utterance; discourse,Translation,0.5
笑话,17,11,0.4301321326474362,435,-0.011142063262063906,-0.019552011791481787,2,xiàohua,joke; jest; to laugh at; to mock,Translation,0.0
心里话,17,11,0.40433990022480415,364,0.01671998760044502,0.027303284259451742,7-9,xīnlǐhuà,(to express one's) true feelings; what is on one's mind; secret mind,Translation,0.5
开场白,17,11,0.4028858963148946,78,-0.10466034973689375,-0.17527696815563332,7-9,kāichǎngbái,"prologue of play; opening remarks; preamble (of speeches, articles etc)",Translation,0.5
俗话说,17,11,0.37962398587771695,53,0.05263242780276578,0.07820470669315514,7-9,súhuà shuō,as the proverb says; as they say...,Translation,0.5
一起,18,7,0.5534098946745468,168,0.20875694391084443,0.31854411209162736,1,yīqǐ,in the same place; together; with; altogether (in total),Translation,1.0
一同,18,7,0.5243757949308653,451,0.1729576275781889,0.26667047837622254,6,yītóng,together,Translation,1.0
共同,18,7,0.49670194543975166,259,0.0965381757177668,0.1609408882704914,3,gòngtóng,common; joint; jointly; together; collaborative,Translation,0.25
携手,18,7,0.4943346369359671,259,0.11244353533722745,0.1819154126854716,7-9,xiéshǒu,hand in hand; to join hands; to collaborate,Translation,0.25
联手,18,7,0.47096280227040044,259,0.06168348560665837,0.10442073106071702,6,liánshǒu,lit. to join hands; to act together,Translation,0.25
一块儿,18,7,0.44292088162897486,77,0.07438780677317042,0.11780158835109852,1,yīkuàir,erhua variant of 一块,Translation,0.75
一道,18,7,0.37685346950749743,147,0.10761180867413866,0.14726045931526346,6,yīdào,together,Translation,0.75
